DYPT.BRANCH_NAM,DYPT.ACCEPT_DT,DYPT.ORDER_ID,DYPT.SN,DYPT.LAB_NAM_COMBINED,DYPT.MS
深圳,2023/05/16 10:00:05,2023051610000510906352324,1189,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(0,19]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(100,inf]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/10/29 08:33:11,2023102908331144484678496,1190,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/05/12 07:55:48,2024051207554882818930211,1191,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/04/23 12:54:02,2021042312540222929207127,1192,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(60,100]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/05/14 03:30:13,2024051403301353746260354,1193,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/04/22 01:06:18,2022042201061851683078887,1194,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(99,139]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/06/07 19:51:27,2022060719512736033466030,1195,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(99,139]"",""上月超套语音费用(100,200]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/11/17 02:19:24,2024111702192499337824148,1196,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(100,inf]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/02/04 06:49:51,2021020406495123223735979,1197,"""沉默反馈用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/02/24 03:10:43,2024022403104346743438421,1198,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(59,99]"",""上月超套语音费用(30,60]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/01/22 17:45:22,2022012217452299943992931,1199,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(269,inf]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/01/21 00:40:59,2021012100405906348802397,1200,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/08/26 18:41:01,2024082618410127524411829,1201,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(99,139]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/05/22 08:38:03,2024052208380385989570507,1202,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(10,30]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/09/23 20:58:04,2024092320580449702704260,1203,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(169,269]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/04/20 06:53:35,2023042006533573901454453,1204,"""沉默反馈用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/05/03 15:43:21,2021050315432133264608923,1205,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/08/26 22:26:09,2021082622260965682526866,1206,"""咨询用户"",""高风险用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/03/08 13:54:50,2022030813545034273887428,1207,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(169,269]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2023/10/29 00:09:15,2023102900091522434571835,1208,"""沉默反馈用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(59,99]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/06/10 15:13:09,2023061015130926385749185,1209,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(169,269]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/02/21 05:06:53,2024022105065364692047564,1210,"""咨询用户"",""高风险用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/12/29 01:43:03,2021122901430309882695059,1211,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/09/09 09:34:08,2024090909340890925043829,1212,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(59,99]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/07/14 17:37:47,2021071417374757770823593,1213,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(269,inf]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(200,inf]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/07/02 15:07:58,2022070215075892424487624,1214,"""咨询用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(100,inf]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/12/19 15:44:21,2024121915442129229480222,1215,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(100,inf]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/10/29 07:15:48,2024102907154846212442316,1216,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/05/17 01:11:20,2024051701112008394288228,1217,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(169,269]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2021/10/27 18:23:03,2021102718230399539739213,1218,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(100,inf]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/05/09 22:28:36,2022050922283647236963589,1219,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(19,59]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/02/09 18:18:49,2024020918184953917206321,1220,"""咨询用户"",""高风险用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/07/08 17:01:29,2022070817012993833280313,1221,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(59,99]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(100,inf]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/02/19 07:36:00,2023021907360000236932016,1222,"""沉默反馈用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/10/12 16:44:16,2024101216441647531898599,1223,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/10/28 12:12:52,2023102812125220577078146,1224,"""咨询用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(0,19]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2022/08/06 11:38:30,2022080611383087508922553,1225,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(59,99]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/09/05 17:43:15,2024090517431523238840904,1226,"""咨询用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(19,59]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/05/07 05:32:49,2022050705324968554851099,1227,"""咨询用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/07/02 04:05:56,2021070204055685822973421,1228,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(59,99]"",""上月超套语音费用(0,10]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/06/02 11:43:19,2021060211431924079825512,1229,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/07/10 09:50:34,2023071009503464191921314,1230,"""咨询用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(0,19]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/07/02 10:29:38,2021070210293898382145353,1231,"""沉默反馈用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(99,139]"",""上月超套语音费用(100,200]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/08/08 08:28:39,2024080808283969487807070,1232,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/09/28 23:18:23,2021092823182332039413137,1233,"""咨询用户"",""高风险用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2021/12/29 14:24:41,2021122914244163099293033,1234,"""投诉用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(19,59]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/06/03 01:53:54,2022060301535474151015239,1235,"""投诉用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(59,99]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2024/12/16 23:04:16,2024121623041637991425292,1236,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2023/08/01 02:41:56,2023080102415658727048688,1237,"""沉默反馈用户"",""黑名单用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(100,200]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(50,100]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2024/12/01 15:36:40,2024120115364020132631810,1238,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(269,inf]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/02/07 06:52:36,2021020706523695818866886,1239,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(139,169]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2021/09/03 05:59:03,2021090305590342341072423,1240,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/03/08 08:52:34,2022030808523462629686910,1241,"""投诉用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(250,500]"",""主套餐月租费(169,269]"",""上月超套语音费用(100,200]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2022/06/08 14:02:09,2022060814020926836798382,1242,"""沉默反馈用户"",""高风险用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(139,169]"",""上月超套语音费用(30,60]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/01/28 00:42:13,2023012800421317898572594,1243,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(0,19]"",""上月超套语音费用(60,100]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/10/03 11:04:16,2024100311041689538821592,1244,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(99,139]"",""上月超套语音费用(30,60]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2021/03/14 16:13:34,2021031416133481396828318,1245,"""咨询用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(269,inf]"",""上月超套语音费用(100,200]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/03/23 10:05:35,2023032310053518245741038,1246,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/01/30 15:03:25,2024013015032565614140673,1247,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(30,50]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/03/12 09:03:48,2024031209034847146892174,1248,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2022/04/08 06:21:58,2022040806215846130840121,1249,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(19,59]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2023/11/04 06:22:58,2023110406225880429020249,1250,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(59,99]"",""上月超套语音费用(0,10]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(60,100]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/06/03 03:22:01,2024060303220173996461066,1251,"""投诉用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",语音和流量问题→语音费用高，流量包不清晰→服务无法满足需求→用户希望改进
深圳,2024/10/06 02:37:15,2024100602371515461901985,1252,"""投诉用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(169,269]"",""上月超套语音费用(30,60]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(100,200]"",""上月MOU在(60,100]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2023/12/31 14:50:01,2023123114500106774047352,1253,"""投诉用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(500,1000]"",""主套餐月租费(0,19]"",""上月超套语音费用(10,30]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",账单问题→上月账单计算不准确，产生意外费用→用户服务不佳
深圳,2023/02/24 04:28:47,2023022404284756758236453,1254,"""咨询用户"",""信用良好用户"",""中价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(99,139]"",""上月超套语音费用(0,10]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/11/03 13:08:21,2022110313082170668819625,1255,"""沉默反馈用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(50,100]"",""主套餐月租费(139,169]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
深圳,2022/01/25 20:41:56,2022012520415612257117629,1256,"""咨询用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(1000,inf]"",""主套餐月租费(59,99]"",""上月超套语音费用(10,30]"",""上月超套流量费用(100,inf]"",""上月折后ARPU在(50,100]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/04/22 21:22:52,2021042221225267569530306,1257,"""投诉用户"",""信用良好用户"",""高价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(139,169]"",""上月超套语音费用(200,inf]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(50,100]"",""上月MOU在(30,60]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2024/07/01 13:07:06,2024070113070615109904010,1258,"""咨询用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(0,10]"",""主套餐月租费(59,99]"",""上月超套语音费用(60,100]"",""上月超套流量费用(60,100]"",""上月折后ARPU在(0,30]"",""上月MOU在(30,60]""",移动服务→基础服务→资费套餐→全局流转→业务规则→对业务规定/流程不满→全局流转
深圳,2024/12/14 22:12:00,2024121422120058466179130,1259,"""投诉用户"",""信用良好用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(100,200]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2021/09/13 04:16:58,2021091304165815704449446,1260,"""沉默反馈用户"",""黑名单用户"",""低价值用户"",""本月截至当前使用总流量(10,50]"",""主套餐月租费(19,59]"",""上月超套语音费用(10,30]"",""上月超套流量费用(30,60]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",网络问题→网络不稳定，无法正常上网→技术支持没有及时处理
深圳,2022/06/15 06:38:10,2022061506381010310433326,1261,"""咨询用户"",""黑名单用户"",""高价值用户"",""本月截至当前使用总流量(100,250]"",""主套餐月租费(19,59]"",""上月超套语音费用(30,60]"",""上月超套流量费用(0,30]"",""上月折后ARPU在(0,30]"",""上月MOU在(0,30]""",套餐问题→用户反映套餐收费不明确→业务规则→流程不清晰，未得到及时响应
